tag,delta,mwu
TSS_466,-0.08500999999999997,0.0
TSS_156.1,-0.0848288888888889,0.0
TSS_671,-0.08464888888888888,0.0
TSS_507,-0.08430888888888888,0.0
TSS_385.3,-0.08393444444444445,0.0
TSS_815,-0.08366222222222221,0.0
TSS_427,-0.08319777777777777,0.0
TSS_1058.4,-0.08204444444444443,0.0
TSS_49,-0.08138777777777777,0.0
TSS_114,-0.08123222222222222,0.0
TSS_17,-0.08062222222222222,0.0
TSS_664,-0.07936,0.0
TSS_522.2,-0.0792377777777778,0.0
TSS_1118,-0.07873555555555557,0.0
TSS_1034,-0.07822000000000001,0.0
TSS_285.1,-0.07763222222222223,0.0
TSS_777,-0.07715555555555555,0.0
TSS_806,-0.07704222222222222,0.0
TSS_772.1,-0.07700111111111112,0.0
TSS_737,-0.07654555555555555,0.0
TSS_497,-0.07651333333333331,0.0
TSS_56.1,-0.07647888888888889,0.0
TSS_402.1,-0.07623555555555556,0.0
TSS_521.1,-0.07554666666666666,0.0
TSS_451*,-0.07477222222222221,0.0
TSS_20,-0.07431666666666666,0.0
TSS_945.2,-0.07415111111111111,0.0
TSS_372,-0.0731411111111111,0.0
TSS_580,-0.07277666666666666,0.0
TSS_803,-0.07268888888888887,0.0
TSS_797.1,-0.07225333333333334,0.0
TSS_384,-0.07164888888888889,0.0
TSS_1058,-0.0715322222222222,0.0
TSS_938,-0.07096222222222222,0.0
TSS_197,-0.07000222222222223,0.0
TSS_48.1,-0.0697,0.0
TSS_424,-0.06839999999999999,0.0
TSS_852,-0.06829111111111111,0.0
TSS_385.2,-0.06741000000000001,0.0
TSS_820,-0.0671811111111111,0.0
TSS_324,-0.06667666666666666,0.0
TSS_449,-0.06580888888888888,0.0
TSS_800,-0.06569666666666667,0.0
TSS_926,-0.06474111111111111,0.0
TSS_915,-0.06461444444444445,0.0
TSS_1005,-0.06459888888888889,0.0
TSS_990,-0.06450222222222221,0.0
TSS_406.2,-0.0641511111111111,0.0
TSS_1115,-0.06224444444444445,0.0
TSS_1087.1,-0.06207333333333333,0.0
TSS_622,-0.06181444444444444,0.0
TSS_899.1,-0.061757777777777786,0.0
TSS_847,-0.06170777777777776,0.0
TSS_198,-0.06037111111111109,0.0
TSS_821,-0.05963555555555557,0.0
TSS_525.1,-0.05825888888888889,0.0
TSS_513.2,-0.058211111111111116,0.0
TSS_949,-0.05720777777777778,0.0
TSS_411,-0.05514777777777778,0.0
TSS_429,-0.05514777777777777,0.0
TSS_798,-0.053838888888888874,0.0
TSS_903,-0.05319888888888888,0.0
TSS_1066,-0.05283333333333333,0.0
TSS_515.1,-0.05207444444444445,0.0
TSS_1111.2,-0.05204,0.0
TSS_834,-0.05066888888888889,0.0
TSS_146.1,-0.04843666666666666,0.0
TSS_1053,-0.04782444444444445,0.0
TSS_257,-0.046752222222222216,0.0
TSS_1035,-0.046074444444444446,0.0
TSS_619,-0.04597444444444444,0.0
TSS_385,-0.04521444444444442,0.0
TSS_681.1,-0.04210444444444444,0.0
TSS_496,-0.041845555555555525,0.0
TSS_199,-0.04011111111111111,0.0
TSS_369.2,-0.04004888888888888,0.0
TSS_1021.5,-0.03961222222222221,0.0
TSS_519,-0.03922666666666666,0.0
TSS_1125,-0.03890777777777777,0.0
TSS_1079.3,-0.03386111111111111,0.0
TSS_310,-0.032791111111111104,0.0
TSS_233,-0.03260444444444444,0.0
TSS_752,-0.032288888888888895,0.0
TSS_1054,-0.031876666666666664,0.0
TSS_996.1,-0.03168666666666667,0.0
TSS_116,-0.031501111111111105,0.0
TSS_787,-0.029508888888888894,0.0
TSS_173.2,-0.028778888888888896,0.0
TSS_854.2,-0.028208888888888888,0.0
TSS_520,-0.027166666666666662,0.0
TSS_345,-0.02663444444444444,0.0
TSS_448,-0.025676666666666667,0.0
TSS_836.1,-0.02494888888888889,0.0
TSS_186.1,-0.02494111111111111,0.0
TSS_721,-0.019739999999999994,0.0
TSS_481,-0.0192111111111111,0.0
TSS_832.1,-0.01782888888888888,0.0
TSS_801,-0.016502222222222213,0.0
TSS_133.1,-0.0162811111111111,0.0
TSS_170,-0.01338444444444443,0.0
TSS_1119,-0.012189999999999986,0.0
TSS_559.1,-0.01212555555555555,0.0
TSS_552,-0.009893333333333316,0.0
TSS_521,-0.008572222222222222,0.0
TSS_57.2,-0.005719999999999985,0.0
TSS_546,-0.003858888888888878,0.0
TSS_100.1,-7.444444444444444e-05,0.0
TSS_100.2,-7.444444444444444e-05,0.0
TSS_101,0.0,0.0
TSS_953,0.0056766666666666875,0.0
TSS_722,0.005950000000000014,0.0
TSS_1099.1,0.007330000000000009,0.0
TSS_25,0.013258888888888903,0.0
TSS_362,0.013733333333333337,0.0
TSS_969.1,0.01373333333333334,0.0
TSS_974,0.014101111111111099,0.0
TSS_302,0.014575555555555557,0.0
TSS_836,0.033346666666666684,0.0
TSS_544.1,0.036451111111111115,0.0
TSS_410,0.03785444444444444,0.0
TSS_234,0.04104222222222221,0.0
TSS_5,0.04808777777777779,0.0
TSS_1104,0.050526666666666664,0.0
TSS_548,0.056031111111111115,0.0
TSS_968,0.07300444444444446,0.0
TSS_558,0.08308777777777779,0.0
TSS_929,0.0892166666666667,0.0
TSS_271,0.0974,0.0
TSS_1102,0.12715444444444443,0.0
TSS_930,0.13176888888888885,0.0
TSS_969,0.1484844444444444,0.0
TSS_303,0.15032777777777778,0.0
TSS_931,0.1695488888888889,0.0
TSS_108,0.17840777777777783,0.0
TSS_108.1,0.18674000000000002,0.0
TSS_1082.2,0.20514,0.0
TSS_969.2,0.23413777777777778,0.0
TSS_1103,0.2607466666666667,0.0
TSS_863,0.2765855555555556,0.0
TSS_403,0.2860811111111112,0.0
TSS_71,0.34458,0.0
TSS_692,0.35753777777777773,0.0
TSS_602,0.3588755555555556,0.0
TSS_647,0.3753244444444444,0.0
TSS_86,0.3789133333333333,0.0
TSS_547,0.40551666666666664,0.0
TSS_626,0.44544222222222224,0.0
TSS_402,0.4582533333333334,0.0
TSS_91.2,0.5014944444444444,0.0
TSS_993,0.5165422222222222,0.0
TSS_81.1,0.5330011111111111,0.0
TSS_39,0.5583377777777778,0.0
TSS_127,0.5684366666666667,0.0
TSS_128,0.6561644444444444,0.0
TSS_637,0.6995366666666667,0.0
TSS_74,0.7218977777777779,0.0
TSS_76,0.84531,0.0
TSS_650.1,-0.05495222222222221,0.1474964520516717
TSS_799,-0.47141999999999995,0.14883032945988306
TSS_902,-0.11291777777777777,0.14995768700165937
TSS_663,-0.2030411111111111,0.15479905390630896
TSS_282,-0.12639777777777775,0.15504666010178744
TSS_111.1,-0.11918444444444444,0.15648377242644101
TSS_414,-0.14170666666666665,0.15739775489855048
TSS_259,-0.16056666666666666,0.1606532049575962
TSS_515,-0.07493333333333332,0.16085961976418098
TSS_23.2,-0.06591999999999999,0.16448736803355346
TSS_857.1,-0.07911222222222221,0.1663981185354619
TSS_796,-0.048867777777777774,0.17183225623731407
TSS_731.1,0.02616333333333334,0.18709804523538007
TSS_363,-0.0628022222222222,0.19249916117512525
TSS_326.2,-0.13198888888888888,0.2019416871070299
TSS_37,-0.11918555555555553,0.23480224506246491
TSS_26*,-0.15499666666666664,0.2965386137827955
TSS_2,-0.07789555555555555,0.315734000080518
TSS_665,-0.22538888888888892,0.31590647663792487
TSS_611.1,-0.11503666666666665,0.3198931760066013
TSS_1033,-0.11359333333333331,0.32034821865727964
TSS_946,-0.04732111111111111,0.3249608438164655
TSS_596.1,-0.1399622222222222,0.33813722113437766
TSS_267,-0.09939111111111111,0.34011712327381893
TSS_896,-0.0998488888888889,0.3517626272519222
TSS_852.1,-0.14921111111111107,0.3601426100195561
TSS_333,0.10865111111111111,0.3608085403069099
TSS_557,0.045058888888888884,0.36437563495607844
TSS_1068,0.5163711111111111,0.37273453472193313
TSS_378,-0.09567777777777778,0.4341758802336757
TSS_203.1,0.07052333333333333,0.48389823991158043
TSS_563,-0.10828444444444445,0.49807012991859917
TSS_354.2,-0.08008777777777776,0.5121406434508162
TSS_618.2,0.014856666666666676,0.5323142295937324
TSS_957,-0.21812444444444445,0.5804218053308672
TSS_664.1,-0.10253333333333332,0.5945380733262301
TSS_360,-0.43032999999999993,0.5986982242870061
TSS_1070,0.4937033333333334,0.6162416620112805
TSS_57.3,-0.12566333333333335,0.6257684982142133
TSS_854.1,-0.05154111111111111,0.6288111591247437
TSS_551,-0.08539111111111111,0.6480747757511741
TSS_460,0.02935444444444446,0.6495550411086314
TSS_123,-0.11779666666666665,0.6678984209527623
TSS_1,-0.06625777777777776,0.6827270513473722
TSS_1024,-0.23187888888888888,0.709350986887967
TSS_1045,-0.09662444444444443,0.7124389731243481
TSS_1069,0.5755122222222222,0.7185156452133602
TSS_823,0.5842855555555556,0.7807725951453648
TSS_191,0.19161777777777778,0.7852045811658727
TSS_674,-0.1726877777777778,0.7869034500812406
TSS_933,-0.13013666666666665,0.8361544893618355
TSS_242.4,-0.061625555555555565,0.8537409302292968
TSS_985.2,-0.014529999999999994,0.9253246088266793
TSS_872.1,-0.27647333333333335,0.9331301830094834
TSS_126,-0.047900000000000005,0.946574865920013
TSS_768.1,-0.09331333333333335,0.9579004831304202
TSS_926.1,-0.12921333333333332,0.9708106190765144
TSS_466.1,-0.01799555555555555,0.972894104559891
TSS_795.3,-0.11464444444444442,1.0225541315993683
TSS_486,-0.08619555555555554,1.0917542656111203
TSS_276,0.05667222222222222,1.0919766290708985
TSS_1075,0.06300666666666668,1.1386324870344222
TSS_328.1,-0.13611555555555555,1.196991044223564
TSS_567,-0.19387888888888888,1.430410164495613
TSS_686,-0.05425333333333333,1.499146018160838
TSS_69,0.7078122222222223,1.6072332916338945
TSS_1075.1,0.11905555555555554,1.6634347062135417
TSS_771,-0.13581555555555555,1.6907801844874177
TSS_970,0.5274755555555556,1.7299058015308049
TSS_488,0.3526722222222223,1.7331329900144372
TSS_842,-0.1663311111111111,1.7481045647744855
TSS_161,-0.043856666666666655,1.8021835824019794
TSS_390,0.14258111111111113,1.861111853816096
TSS_779,-0.12746,1.8730763287578769
TSS_872,-0.8624044444444444,1.8959199383125862
TSS_446.1,0.0692388888888889,1.9506926211019027
TSS_219.1,-0.04933222222222222,1.9630525500544342
TSS_70,0.6133677777777777,1.9798387885630357
TSS_75,1.0752244444444445,2.0045759141478707
TSS_204,-0.11345999999999999,2.0261053228682746
TSS_275.1,0.12345666666666667,2.0797271127998416
TSS_995,-0.08444888888888889,2.196649549212964
TSS_232,-0.005553333333333336,2.248739775347833
TSS_487,0.2967966666666666,2.3117833964663657
TSS_768,0.02846777777777779,2.327387625600879
TSS_891.1,-0.11721888888888889,2.34609337602804
TSS_932,-0.11397555555555555,2.4624565186206784
TSS_224,0.5253344444444444,2.4855542245493005
TSS_157,0.08680333333333334,2.4876069417325235
TSS_1082.3,0.16487888888888888,2.5002074600977133
TSS_413,-0.12423333333333332,2.5678589822218534
TSS_219.2,-0.0587022222222222,2.735599167604668
TSS_160,-0.009664444444444451,2.8020532906655444
TSS_159,0.09498222222222225,2.8491715248431677
TSS_553,0.11824666666666667,2.9644252761215233
TSS_272.1,0.07615888888888891,3.0042688450475548
TSS_1124.1,0.11867111111111112,3.221537741310566
TSS_1009,-0.24262111111111112,3.2912934017794977
TSS_561*,-0.01258555555555554,3.313923542386037
TSS_87.1,0.8483211111111111,3.3239832144030155
TSS_445,-0.06950999999999999,3.390356478564175
TSS_1089,0.58044,3.5668296303634346
TSS_187,-0.04540444444444444,3.713374760658899
TSS_158,0.07711666666666667,3.7552429042045574
TSS_554,0.15280444444444444,3.8023191982771953
TSS_192,0.1683511111111111,3.961350002330996
TSS_934,0.025751111111111127,4.141867116423985
TSS_1090,0.6135233333333334,4.1930925677004875
TSS_1010,-0.29401999999999995,4.212181928327569
TSS_767,0.24396,4.419085962190687
TSS_1091,0.7110322222222223,4.702122099841233
TSS_574,0.06744111111111112,4.710871033873733
TSS_1088,0.7216611111111111,5.06271890527078
TSS_452,0.3295777777777778,6.236838719199377
TSS_1127,0.5250222222222223,6.894130769047791
TSS_1126,0.5026288888888888,9.117187198193358
TSS_361,0.8418333333333333,10.443344691682647
